date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,symbol,year
2025-05-09,-0.22,-0.204,bmo,1,1530000.0,1479000.0,NSPR,2025
2025-05-09,-0.05,0.0303,bmo,1,10110000.0,21816000.0,PLX,2025
2025-05-09,,,,1,,,CRMZ,2024
2025-05-09,,-0.0816,amc,1,,,LOGC,2025
2025-05-09,,-0.3265,,1,,1069857.0,PRME,2025
2025-05-09,-0.82,-0.9352,bmo,1,22100000.0,10357845.0,KYMR,2025
2025-05-09,,-0.4906,amc,1,,577116.0,OBIO,2025
2025-05-09,-0.16,-0.0685,bmo,1,34410000.0,43994935.0,WULF,2025
2025-05-09,0.68,0.7004,bmo,1,821000000.0,832231596.0,SLVM,2025
2025-05-09,,,,1,,,TMLL,2025
2025-05-09,,,,1,,,TK,2025
2025-05-09,-0.15,-0.1391,bmo,1,1540000.0,1923525.0,NN,2025
2025-05-09,0.42,0.486,bmo,1,12011000000.0,14423331420.0,PAGP,2025
2025-05-09,,,,1,,,CHTH,2025
2025-05-09,,-0.1938,bmo,1,,775536.0,HUMA,2025
2025-05-09,,-0.1607,,1,,0.0,PROK,2025
2025-05-09,,0.0128,bmo,1,,43249530.0,MNTK,2025
2025-05-09,1.69,1.6852,bmo,1,317560000.0,316492230.0,ESNT,2025
2025-05-09,0.39,0.4336,bmo,1,12011000000.0,14401395241.0,PAA,2025
2025-05-09,,,,1,,,MTEX,2025
2025-05-09,0.45,0.4573,bmo,1,418180000.0,462060000.0,STWD,2025
2025-05-09,,0.239,amc,1,,,HE,2025
2025-05-09,,-1.122,,1,,7661220.0,CAPS,2025
2025-05-09,-0.2,-0.0986,bmo,1,103120000.0,288140028.0,OB,2025
2025-05-09,,,,3,,,LDDD,2025
2025-05-09,,,,1,,,PULM,2025
2025-05-09,,-0.0306,amc,1,,5472300.0,FORA,2025
2025-05-09,3.0,2.0291,bmo,3,664170000.0,615622760.0,UI,2025
2025-05-09,,1.1419,,1,,174843625.0,TNK,2025
2025-05-09,,-0.6936,,1,,0.0,MNPR,2025
2025-05-09,0.18,0.0842,bmo,1,230310000.0,218734920.0,GOGO,2025
2025-05-09,,-1.2113,bmo,1,,2647920.0,CRIS,2025
2025-05-09,,-1.7326,bmo,1,,1416667.0,BHVN,2025
2025-05-09,0.71,0.6296,bmo,1,456500000.0,495472336.0,KOP,2025
2025-05-09,-2.6,-1.0706,bmo,1,531960000.0,578881500.0,AMR,2025
2025-05-09,,,,1,,,ELLH,2025
2025-05-09,-0.14,-0.1326,bmo,1,22550000.0,22807200.0,DIBS,2025
2025-05-09,,-0.3009,bmo,1,,0.0,PYXS,2025
2025-05-09,1.7,1.4102,bmo,1,197120000.0,184295772.0,ANIP,2025
2025-05-09,-0.71,-0.8954,bmo,1,3869760000.0,3948367980.0,SATS,2025
2025-05-09,,,,1,,,ELSE,2025
2025-05-09,,-1.6728,,1,,0.0,CVKD,2025
2025-05-09,-0.26,-0.2754,bmo,1,7210000.0,6732000.0,RPID,2025
2025-05-09,-0.06,-0.1462,bmo,1,26170000.0,28628003.0,ANIK,2025
2025-05-09,0.7,0.5386,bmo,2,259000000.0,259023900.0,EMBC,2025
2025-05-09,-0.03,-0.0535,bmo,1,30620000.0,29515836.0,TLS,2025
2025-05-09,0.08,-0.0898,bmo,2,571650000.0,570795233.0,ROAD,2025
2025-05-09,-1.08,-1.0846,bmo,1,0.0,0.0,NGNE,2025
2025-05-09,0.19,0.1991,bmo,1,482790000.0,452931000.0,TXNM,2025
2025-05-09,-1.03,-0.58,bmo,1,993900000.0,909264312.0,CLMT,2025
2025-05-09,-3.39,,bmo,1,12310000.0,,NYC,2025
2025-05-09,4.19,4.1006,bmo,1,96790000.0,95272290.0,AGM,2025
2025-05-09,,,,1,,,EMMA,2025
2025-05-09,,0.0152,bmo,1,,75750000.0,PRM,2025
2025-05-09,0.41,0.1289,bmo,1,78820000.0,211065255.0,BKV,2025
2025-05-09,,0.0101,,1,,27371000.0,BOC,2025
2025-05-09,-0.01,-0.0236,bmo,1,103860000.0,105874825.0,PAR,2025
